image_id,split,fg_ratio,n_components,component_id,area,width,height,bbox_left,bbox_top,bbox_right,bbox_bottom,aspect_ratio,perimeter,circularity,solidity
001835,train,0.07845,4,3,268,11,34,139,51,150,85,0.3235,76.63,0.573557,1.089431
001835,train,0.07845,4,4,122,10,17,116,83,126,100,0.5882,41.8,0.877482,1.150943
001839,train,0.0655,2,1,1289,21,123,142,0,163,123,0.1707,356.37,0.127546,0.699403
001839,train,0.0655,2,2,1331,27,119,151,64,178,183,0.2269,270.37,0.228812,0.866254
001842,train,0.029775,2,1,262,10,39,152,0,162,39,0.2564,88.73,0.418206,1.06288
001842,train,0.029775,2,2,929,15,92,120,108,135,200,0.163,199.94,0.292026,0.959215
001836,train,0.09465,4,1,3074,28,200,75,0,103,200,0.14,442.37,0.1974,0.832611
001836,train,0.09465,4,2,287,11,39,52,7,63,46,0.2821,84.28,0.50769,1.051282
001836,train,0.09465,4,3,143,10,20,28,42,38,62,0.5,48.38,0.767588,1.095785
001836,train,0.09465,4,4,282,10,41,102,156,112,197,0.2439,88.04,0.457175,1.074286
001841,train,0.116125,4,1,249,11,40,50,0,61,40,0.275,92.73,0.363905,0.944972
001841,train,0.116125,4,2,226,9,30,142,0,151,30,0.3,70.49,0.571638,1.099757
001841,train,0.116125,4,3,3299,37,194,104,6,141,200,0.1907,531.82,0.146574,0.76846
001841,train,0.116125,4,4,871,16,91,20,109,36,200,0.1758,195.94,0.285087,0.936559
001840,train,0.10685,4,1,2141,34,107,11,0,45,107,0.3178,261.98,0.391996,0.868208
001840,train,0.10685,4,2,227,9,49,136,24,145,73,0.1837,103.46,0.266517,0.991266
001840,train,0.10685,4,3,1088,26,65,12,116,38,181,0.4,148.71,0.618236,0.998623
001840,train,0.10685,4,4,818,24,47,38,153,62,200,0.5106,131.11,0.597962,0.992718
001848,train,0.011475,2,1,241,14,44,87,16,101,60,0.3182,100.87,0.297648,0.769968
001848,train,0.011475,2,2,218,8,47,77,137,85,184,0.1702,102.14,0.262577,0.94577
001849,train,0.005425,1,1,217,13,42,94,86,107,128,0.3095,94.28,0.306755,0.82197
001846,train,0.03695,3,1,444,11,67,75,94,86,161,0.1642,141.11,0.280195,0.983389
001846,train,0.03695,3,2,380,10,45,166,108,176,153,0.2222,99.8,0.479448,1.073446
001846,train,0.03695,3,3,654,16,73,146,127,162,200,0.2192,166.77,0.295498,0.823159
001843,train,0.059925,3,1,396,11,47,38,18,49,65,0.234,103.8,0.461869,1.042105
001843,train,0.059925,3,2,1236,19,158,20,41,39,199,0.1203,336.12,0.137476,0.684196
001843,train,0.059925,3,3,765,17,86,7,114,24,200,0.1977,217.7,0.202843,0.761573
001850,train,0.0153,2,1,455,10,70,147,112,157,182,0.1429,146.04,0.268082,1.002203
001850,train,0.0153,2,2,157,5,39,133,148,138,187,0.1282,79.9,0.309045,1.217054
001851,train,0.011325,2,1,222,13,43,151,22,164,65,0.3023,96.87,0.297292,0.819188
001851,train,0.011325,2,2,231,8,42,141,143,149,185,0.1905,92.97,0.335839,1.019868
001847,train,0.042425,5,1,172,7,36,117,54,124,90,0.1944,77.56,0.359338,1.008798
001847,train,0.042425,5,2,119,8,24,139,87,147,111,0.3333,52.97,0.532951,1.101852
001847,train,0.042425,5,3,491,12,69,15,101,27,170,0.1739,146.28,0.288334,0.965585
001847,train,0.042425,5,4,349,10,44,107,116,117,160,0.2273,95.21,0.483772,1.082171
001847,train,0.042425,5,5,566,13,65,88,135,101,200,0.2,144.53,0.340509,0.929392
001844,train,0.049725,5,1,206,9,40,51,0,60,40,0.225,96.14,0.280059,0.905495
001844,train,0.049725,5,2,117,7,22,75,37,82,59,0.3182,49.31,0.604589,1.193878
001844,train,0.049725,5,3,348,11,42,41,66,52,108,0.2619,95.21,0.482386,1.025037
001844,train,0.049725,5,4,1064,20,116,22,84,42,200,0.1724,261.5,0.195531,0.717465
001844,train,0.049725,5,5,254,9,45,17,155,26,200,0.2,96.97,0.339441,0.994129
001845,train,0.040625,4,1,222,9,38,155,45,164,83,0.2368,87.21,0.366774,0.961039
001845,train,0.040625,4,2,473,11,67,54,92,65,159,0.1642,142.04,0.294605,0.987474
001845,train,0.040625,4,3,329,9,42,146,108,155,150,0.2143,92.14,0.486955,1.119048
001845,train,0.040625,4,4,601,14,75,127,125,141,200,0.1867,167.94,0.267775,0.851275
001852,train,0.030975,3,1,827,14,108,60,27,74,135,0.1296,233.84,0.190053,0.802523
001852,train,0.030975,3,2,242,7,49,50,77,57,126,0.1429,102.14,0.291484,1.097506
001852,train,0.030975,3,3,170,11,28,37,123,48,151,0.3929,65.8,0.493424,0.997067
001856,train,0.0249,1,1,996,21,81,53,47,74,128,0.2593,183.15,0.373108,0.898512
001858,train,0.25055,1,1,10022,67,200,91,0,158,200,0.335,576.45,0.379001,0.864823
001859,train,0.239,1,1,9560,65,200,24,0,89,200,0.325,759.22,0.208416,0.767995
001853,train,0.03635,4,1,648,13,82,91,24,104,106,0.1585,181.94,0.245993,0.89441
001853,train,0.03635,4,2,394,13,65,30,30,43,95,0.2,156.53,0.202082,0.815735
001853,train,0.03635,4,3,181,8,32,127,72,135,104,0.25,71.31,0.447242,1.090361
001853,train,0.03635,4,4,231,7,51,26,119,33,170,0.1373,108.14,0.248217,1.0
001857,train,0.021975,2,1,109,6,24,32,50,38,74,0.25,51.31,0.520199,1.165775
001857,train,0.021975,2,2,770,13,95,17,71,30,166,0.1368,204.43,0.23154,0.911243
001855,train,0.02655,4,1,106,6,23,150,75,156,98,0.2609,48.73,0.560996,1.191011
001855,train,0.02655,4,2,690,14,91,133,97,147,188,0.1538,195.25,0.227434,0.87619
001855,train,0.02655,4,3,163,10,28,34,137,44,165,0.3571,62.63,0.522238,1.031646
001855,train,0.02655,4,4,103,6,28,46,149,52,177,0.2143,60.14,0.35784,1.014778
001861,train,0.10805,3,1,3184,29,200,61,0,90,200,0.145,452.47,0.195437,0.728021
001861,train,0.10805,3,2,538,15,45,42,39,57,84,0.3333,105.46,0.607926,1.04466
001861,train,0.10805,3,3,600,14,50,45,147,59,197,0.28,116.38,0.556633,1.062888
001862,train,0.1011,3,1,3234,27,200,144,0,171,200,0.135,459.64,0.19236,0.800792
001862,train,0.1011,3,2,611,16,48,126,69,142,117,0.3333,114.04,0.59037,1.035593
001862,train,0.1011,3,3,199,11,25,123,158,134,183,0.44,59.8,0.699319,1.090411
001864,train,0.120975,3,1,3726,30,200,153,0,183,200,0.15,475.88,0.206754,0.795219
001864,train,0.120975,3,2,536,13,55,141,32,154,87,0.2364,120.87,0.461039,1.049951
001864,train,0.120975,3,3,577,14,77,132,123,146,200,0.1818,175.11,0.236456,0.744036
001863,train,0.14605,3,1,354,13,32,30,0,43,32,0.4062,80.73,0.682599,1.071104
001863,train,0.14605,3,2,4182,31,200,41,0,72,200,0.155,465.34,0.242693,0.842975
001863,train,0.14605,3,3,1306,19,129,21,71,40,200,0.1473,288.18,0.197612,0.753606
001854,train,0.05315,5,1,659,13,80,163,0,176,80,0.1625,178.53,0.259829,0.890541
001854,train,0.05315,5,2,176,10,29,62,28,72,57,0.3448,64.63,0.529528,1.047619
001854,train,0.05315,5,3,109,5,29,75,40,80,69,0.1724,62.73,0.348108,1.09
001854,train,0.05315,5,4,752,15,84,168,109,183,193,0.1786,184.18,0.278564,0.87748
001854,train,0.05315,5,5,430,14,66,108,116,122,182,0.2121,164.53,0.19962,0.810556
001860,train,0.09615,5,1,191,13,20,27,0,40,20,0.65,56.14,0.761492,1.091429
001860,train,0.09615,5,2,319,10,35,74,0,84,35,0.2857,83.07,0.580899,1.109565
001860,train,0.09615,5,3,132,10,16,87,0,97,16,0.625,45.66,0.795741,1.128205
001860,train,0.09615,5,4,2756,25,199,109,1,134,200,0.1256,435.78,0.182369,0.817683
001860,train,0.09615,5,5,448,13,44,90,104,103,148,0.2955,100.87,0.553303,1.022831
001866,train,0.121925,2,1,3337,29,172,94,0,123,172,0.1686,399.82,0.262319,0.858503
001866,train,0.121925,2,2,1540,16,160,74,24,90,184,0.1,337.15,0.170245,0.862504
001867,train,0.016275,2,1,418,13,65,150,39,163,104,0.2,169.11,0.183668,0.772643
001867,train,0.016275,2,2,233,8,50,146,129,154,179,0.16,108.63,0.248134,0.919132
001872,train,0.03545,1,1,1418,21,136,117,64,138,200,0.1544,313.68,0.181096,0.672357
001868,train,0.055875,2,1,1447,26,75,35,0,61,75,0.3467,184.77,0.53262,0.957644
001868,train,0.055875,2,2,788,17,69,23,131,40,200,0.2464,157.11,0.401156,0.978274
001870,train,0.05345,2,1,370,15,39,24,0,39,39,0.3846,91.7,0.552952,1.017882
001870,train,0.05345,2,2,1768,24,108,28,33,52,141,0.2222,238.57,0.39036,0.964539
001865,train,0.169675,7,1,3840,68,108,76,0,144,108,0.6296,418.21,0.275903,0.734577
001865,train,0.169675,7,2,450,13,56,130,60,143,116,0.2321,122.28,0.378165,1.021566
001865,train,0.169675,7,3,408,16,39,37,104,53,143,0.4103,90.18,0.630396,1.048843
001865,train,0.169675,7,4,793,24,54,85,104,109,158,0.4444,193.74,0.265487,0.812916
001865,train,0.169675,7,5,845,23,75,121,125,144,200,0.3067,195.74,0.277145,0.742205
001865,train,0.169675,7,6,201,7,40,113,155,120,195,0.175,85.31,0.347031,1.10137
001865,train,0.169675,7,7,250,9,34,94,166,103,200,0.2647,78.49,0.510004,1.084599
001874,train,0.0647,3,1,1814,27,117,122,0,149,117,0.2308,264.81,0.325068,0.885958
001874,train,0.0647,3,2,622,14,79,179,69,193,148,0.1772,168.77,0.274418,0.866899
001874,train,0.0647,3,3,152,8,25,101,175,109,200,0.32,58.14,0.56503,1.066667
001877,train,0.062775,3,1,221,8,36,134,13,142,49,0.2222,78.73,0.448069,1.105
001877,train,0.062775,3,2,2031,29,139,147,61,176,200,0.2086,307.78,0.269423,0.869435
001877,train,0.062775,3,3,259,10,34,122,114,132,148,0.2941,75.21,0.575336,1.083682
001869,train,0.099425,3,1,1453,31,71,130,0,161,71,0.4366,198.77,0.462142,0.848219
001869,train,0.099425,3,2,1833,19,185,45,15,64,200,0.1027,402.02,0.142517,0.742857
001869,train,0.099425,3,3,691,15,65,127,135,142,200,0.2308,148.04,0.396205,0.962396
001873,train,0.117775,5,1,1223,26,75,95,0,121,75,0.3467,185.84,0.444995,0.896628
001873,train,0.117775,5,2,520,10,64,170,0,180,64,0.1562,140.14,0.332718,1.016618
001873,train,0.117775,5,3,687,17,77,150,25,167,102,0.2208,165.25,0.316125,0.934058
001873,train,0.117775,5,4,1792,30,102,155,87,185,189,0.2941,235.64,0.405556,0.905508
001873,train,0.117775,5,5,489,14,68,68,132,82,200,0.2059,153.36,0.261289,0.829517
001871,train,0.0936,5,1,469,21,46,82,0,103,46,0.4565,120.53,0.405709,0.83156
001871,train,0.0936,5,2,563,16,64,138,0,154,64,0.25,141.6,0.352861,0.897211
001871,train,0.0936,5,3,271,11,35,155,0,166,35,0.3143,80.97,0.519427,1.040307
001871,train,0.0936,5,4,1625,26,107,145,55,171,162,0.243,240.81,0.352136,0.890411
001871,train,0.0936,5,5,816,17,98,52,102,69,200,0.1735,227.05,0.198903,0.710801
001876,train,0.085975,4,1,1999,27,150,10,0,37,150,0.18,328.85,0.232284,0.851726
001876,train,0.085975,4,2,310,14,32,82,0,96,32,0.4375,80.38,0.60287,1.036789
001876,train,0.085975,4,3,482,9,71,85,69,94,140,0.1268,149.46,0.271163,1.01367
001876,train,0.085975,4,4,648,14,71,67,99,81,170,0.1972,153.36,0.346248,0.991584
001881,train,0.078175,1,1,3127,35,159,44,0,79,159,0.2201,417.2,0.225765,0.827577
001875,train,0.108375,5,1,1871,28,119,64,0,92,119,0.2353,270.81,0.32059,0.874299
001875,train,0.108375,5,2,563,11,71,138,40,149,111,0.1549,153.11,0.301784,0.962393
001875,train,0.108375,5,3,586,14,83,122,69,136,152,0.1687,175.6,0.238819,0.904321
001875,train,0.108375,5,4,1141,23,72,128,128,151,200,0.3194,169.6,0.498487,1.007061
001875,train,0.108375,5,5,174,9,25,43,175,52,200,0.36,59.56,0.616457,1.090909
001878,train,0.045375,4,1,477,12,59,37,4,49,63,0.2034,125.11,0.382935,1.05765
001878,train,0.045375,4,2,169,9,31,46,72,55,103,0.2903,67.8,0.462009,1.04
001878,train,0.045375,4,3,514,10,76,38,94,48,170,0.1316,158.28,0.257809,0.988462
001878,train,0.045375,4,4,655,16,73,22,127,38,200,0.2192,160.77,0.318452,0.931059
001885,train,0.015875,3,1,207,9,33,96,13,105,46,0.2727,76.49,0.444656,1.056122
001885,train,0.015875,3,2,329,9,51,80,132,89,183,0.1765,116.97,0.302171,0.953623
001885,train,0.015875,3,3,99,7,20,103,180,110,200,0.35,42.97,0.673757,1.164706
001879,train,0.097175,4,1,495,13,57,81,4,94,61,0.2281,124.53,0.401133,1.0
001879,train,0.097175,4,2,2111,28,146,10,31,38,177,0.1918,321.2,0.257133,0.832742
001879,train,0.097175,4,3,575,12,72,82,98,94,170,0.1667,155.7,0.298064,0.95515
001879,train,0.097175,4,4,706,17,73,65,127,82,200,0.2329,163.84,0.3305,0.899936
001887,train,0.04105,2,1,1475,28,93,97,0,125,93,0.3011,217.4,0.392189,0.845757
001887,train,0.04105,2,2,167,12,23,83,83,95,106,0.5217,55.46,0.682389,1.063694
001886,train,0.008575,2,1,156,8,31,177,47,185,78,0.2581,69.31,0.408034,1.054054
001886,train,0.008575,2,2,187,6,37,162,163,168,200,0.1622,81.07,0.357536,1.147239
001888,train,0.041075,2,1,1426,25,105,103,31,128,136,0.2381,236.57,0.320196,0.824039
001888,train,0.041075,2,2,217,13,27,88,127,101,154,0.4815,64.28,0.659873,1.048309
001883,train,0.036925,5,1,409,11,57,139,0,150,57,0.193,123.8,0.335351,0.981993
001883,train,0.036925,5,2,178,5,45,126,20,131,65,0.1111,94.24,0.251846,1.167213
001883,train,0.036925,5,3,39,4,12,136,37,140,49,0.3333,26.83,0.680901,1.368421
001883,train,0.036925,5,4,42,4,14,134,57,138,71,0.2857,30.83,0.555337,1.3125
001883,train,0.036925,5,5,809,18,73,107,127,125,200,0.2466,169.74,0.352849,0.889011
001880,train,0.08095,6,1,499,17,53,57,0,74,53,0.3208,126.87,0.389576,0.861087
001880,train,0.08095,6,2,1474,27,91,145,0,172,91,0.2967,282.37,0.232315,0.824615
001880,train,0.08095,6,3,140,10,19,35,39,45,58,0.5263,48.14,0.759079,1.076923
001880,train,0.08095,6,4,194,8,33,72,101,80,134,0.2424,73.31,0.453567,1.086835
001880,train,0.08095,6,5,443,12,59,158,122,170,181,0.2034,125.11,0.35564,1.030233
001880,train,0.08095,6,6,488,17,49,95,151,112,200,0.3469,120.04,0.425565,0.908752
001882,train,0.125625,7,1,235,11,40,78,0,89,40,0.275,94.14,0.333204,0.902111
001882,train,0.125625,7,2,250,10,30,168,0,178,30,0.3333,70.73,0.628012,1.106195
001882,train,0.125625,7,3,170,6,42,63,7,69,49,0.1429,86.73,0.284015,1.079365
001882,train,0.125625,7,4,3375,36,194,132,6,168,200,0.1856,440.89,0.21818,0.801853
001882,train,0.125625,7,5,41,4,11,74,22,78,33,0.3636,25.41,0.797701,1.438596
001882,train,0.125625,7,6,50,5,15,72,41,77,56,0.3333,31.9,0.617465,1.25
001882,train,0.125625,7,7,904,16,92,46,108,62,200,0.1739,200.43,0.282793,0.921979
001884,train,0.042775,5,1,293,9,53,173,53,182,106,0.1698,121.46,0.249598,0.922835
001884,train,0.042775,5,2,471,10,70,73,115,83,185,0.1429,149.56,0.264619,1.003195
001884,train,0.042775,5,3,342,10,43,163,130,173,173,0.2326,96.38,0.462614,1.060465
001884,train,0.042775,5,4,164,5,41,59,150,64,191,0.122,85.9,0.279301,1.131034
001884,train,0.042775,5,5,441,13,49,145,151,158,200,0.2653,110.04,0.457651,1.001135
001889,train,0.046925,3,1,426,14,37,14,48,28,85,0.3784,89.8,0.66386,1.055762
001889,train,0.046925,3,2,1340,24,108,129,84,153,192,0.2222,239.64,0.293223,0.801435
001889,train,0.046925,3,3,111,9,19,114,181,123,200,0.4737,45.56,0.672102,1.115578
001891,train,0.121575,2,1,4266,45,200,115,0,160,200,0.225,523.2,0.19584,0.620509
001891,train,0.121575,2,2,597,16,46,110,49,126,95,0.3478,117.11,0.546986,1.011008
001896,train,0.0042,1,1,168,9,31,23,83,32,114,0.2903,69.21,0.440698,1.002985
001892,train,0.04355,1,1,1742,16,173,110,18,126,191,0.0925,371.15,0.158909,0.785747
001895,train,0.0378,1,1,1512,22,140,135,36,157,176,0.1571,318.02,0.187863,0.702276
001894,train,0.101075,2,1,3179,49,112,98,0,147,112,0.4375,460.02,0.188772,0.67416
001894,train,0.101075,2,2,864,18,82,124,118,142,200,0.2195,189.01,0.303909,0.805219
001890,train,0.03525,4,1,301,11,52,25,30,36,82,0.2115,122.87,0.250544,0.833795
001890,train,0.03525,4,2,153,8,26,48,77,56,103,0.3077,58.14,0.568747,1.100719
001890,train,0.03525,4,3,355,10,42,16,108,26,150,0.2381,92.97,0.516116,1.099071
001890,train,0.03525,4,4,601,12,77,0,123,12,200,0.1558,170.63,0.25941,0.883824
001897,train,0.0044,1,1,176,10,29,137,156,147,185,0.3448,66.38,0.501863,1.017341
001893,train,0.24815,2,1,6015,48,200,84,0,132,200,0.24,492.07,0.312175,0.840084
001893,train,0.24815,2,2,3911,48,177,56,23,104,200,0.2712,479.97,0.213343,0.744952
001898,train,0.006375,2,1,55,6,12,41,23,47,35,0.5,29.07,0.817807,1.195652
001898,train,0.006375,2,2,200,7,38,50,33,57,71,0.1842,82.14,0.372484,1.066667
001902,train,0.004975,2,1,130,8,33,44,32,52,65,0.2424,71.56,0.319049,1.003861
001902,train,0.004975,2,2,69,8,13,132,149,140,162,0.6154,31.56,0.870734,1.15
001899,train,0.014875,4,1,256,10,36,128,20,138,56,0.2778,84.73,0.448122,0.986513
001899,train,0.014875,4,2,86,5,19,120,32,125,51,0.2632,42.24,0.605628,1.274074
001899,train,0.014875,4,3,51,6,12,109,77,115,89,0.5,28.49,0.78984,1.186047
001899,train,0.014875,4,4,202,8,39,118,87,126,126,0.2051,85.8,0.344824,0.985366
001901,train,0.01335,4,1,144,9,23,88,20,97,43,0.3913,54.97,0.598842,1.032258
001901,train,0.01335,4,2,101,8,16,169,141,177,157,0.5,39.31,0.821189,1.141243
001901,train,0.01335,4,3,235,10,32,82,157,92,189,0.3125,75.9,0.512625,1.002132
001901,train,0.01335,4,4,54,4,15,75,170,79,185,0.2667,32.83,0.629656,1.384615
001905,train,0.03615,3,1,799,19,70,113,0,132,70,0.2714,162.43,0.380578,0.946122
001905,train,0.03615,3,2,228,10,31,101,16,111,47,0.3226,68.63,0.608344,1.090909
001905,train,0.03615,3,3,419,11,52,131,68,142,120,0.2115,112.28,0.417625,1.058081
001903,train,0.01595,4,1,107,7,21,157,5,164,26,0.3333,47.9,0.586046,1.120419
001903,train,0.01595,4,2,111,9,19,155,53,164,72,0.4737,46.14,0.655145,1.088235
001903,train,0.01595,4,3,332,13,49,153,79,166,128,0.2653,115.84,0.310904,0.810745
001903,train,0.01595,4,4,88,6,18,145,164,151,182,0.3333,39.9,0.694637,1.205479
001900,train,0.01705,5,1,103,8,16,167,70,175,86,0.5,39.9,0.813041,1.144444
001900,train,0.01705,5,2,257,11,38,79,85,90,123,0.2895,88.97,0.407991,0.912966
001900,train,0.01705,5,3,67,5,15,72,99,77,114,0.3333,34.24,0.718043,1.300971
001900,train,0.01705,5,4,55,6,12,61,143,67,155,0.5,29.66,0.785819,1.182796
001900,train,0.01705,5,5,200,7,38,70,153,77,191,0.1842,82.97,0.365083,1.055409
001904,train,0.016875,4,1,109,7,20,73,4,80,24,0.35,46.49,0.633878,1.141361
001904,train,0.016875,4,2,102,8,20,71,52,79,72,0.4,46.14,0.602025,1.090909
001904,train,0.016875,4,3,361,14,48,69,80,83,128,0.2917,115.36,0.340912,0.829885
001904,train,0.016875,4,4,103,7,19,60,164,67,183,0.3684,44.49,0.654055,1.138122
001906,train,0.0491,4,1,401,14,47,83,11,97,58,0.2979,106.18,0.446928,0.966265
001906,train,0.0491,4,2,862,19,74,77,63,96,137,0.2568,168.43,0.381853,0.926882
001906,train,0.0491,4,3,227,12,27,63,85,75,112,0.4444,62.28,0.735324,1.060748
001906,train,0.0491,4,4,474,12,54,93,133,105,187,0.2222,117.46,0.431757,1.047514
001907,train,0.04895,4,1,464,15,51,28,22,43,73,0.2941,115.6,0.436342,0.978903
001907,train,0.04895,4,2,837,19,74,21,75,40,149,0.2568,166.18,0.380854,0.927938
001907,train,0.04895,4,3,205,11,26,9,97,20,123,0.4231,61.21,0.687501,1.064935
001907,train,0.04895,4,4,452,11,54,40,146,51,200,0.2037,116.63,0.417587,1.07109
001913,train,0.178225,1,1,7129,59,200,103,0,162,200,0.295,575.62,0.270373,0.804855
001909,train,0.01405,2,1,130,8,26,107,46,115,72,0.3077,58.14,0.483249,1.061224
001909,train,0.01405,2,2,432,14,51,124,141,138,192,0.2745,114.77,0.412136,0.998844
001908,train,0.037575,3,1,450,14,52,160,73,174,125,0.2692,115.84,0.421406,0.990099
001908,train,0.037575,3,2,845,18,72,154,128,172,200,0.25,162.77,0.400793,0.970706
001908,train,0.037575,3,3,208,10,27,141,148,151,175,0.3704,61.8,0.684401,1.11828
001914,train,0.095325,2,1,858,17,83,83,2,100,85,0.2048,180.67,0.330316,0.89749
001914,train,0.095325,2,2,2955,32,140,0,60,32,200,0.2286,415.74,0.214844,0.78061
001910,train,0.04575,4,1,788,15,104,27,11,42,115,0.1442,230.33,0.18666,0.779426
001910,train,0.04575,4,2,368,15,53,42,50,57,103,0.283,119.6,0.323303,0.795676
001910,train,0.04575,4,3,449,14,52,38,103,52,155,0.2692,117.36,0.409685,0.929607
001910,train,0.04575,4,4,225,7,38,21,111,28,149,0.1842,80.14,0.440221,1.156812
001915,train,0.0453,2,1,852,19,82,33,0,52,82,0.2317,184.08,0.315952,0.829197
001915,train,0.0453,2,2,960,16,91,45,94,61,185,0.1758,194.67,0.318337,0.945813
001912,train,0.14235,5,1,5081,56,183,110,0,166,183,0.306,474.41,0.283696,0.775607
001912,train,0.14235,5,2,208,8,38,170,25,178,63,0.2105,82.97,0.379686,1.042607
001912,train,0.14235,5,3,176,7,40,90,74,97,114,0.175,86.38,0.296379,0.964384
001912,train,0.14235,5,4,110,6,28,173,83,179,111,0.2143,60.73,0.374823,1.023256
001912,train,0.14235,5,5,119,6,24,111,138,117,162,0.25,52.49,0.542852,1.18408
001916,train,0.04995,3,1,1262,22,135,73,0,95,135,0.163,314.27,0.160573,0.635768
001916,train,0.04995,3,2,567,15,54,70,146,85,200,0.2778,125.21,0.454457,1.017953
001916,train,0.04995,3,3,169,9,23,99,177,108,200,0.3913,55.56,0.688065,1.086817
001918,train,0.015775,1,1,631,14,75,101,74,115,149,0.1867,162.77,0.29929,0.899501
001917,train,0.023425,3,1,579,15,68,165,47,180,115,0.2206,149.6,0.325115,0.89283
001917,train,0.023425,3,2,104,8,18,112,161,120,179,0.4444,43.31,0.696614,1.124324
001917,train,0.023425,3,3,254,11,33,0,166,11,199,0.3333,78.63,0.516292,1.043121
001919,train,0.10125,3,1,3427,29,199,105,0,134,199,0.1457,435.88,0.226666,0.858144
001919,train,0.10125,3,2,405,13,44,142,34,155,78,0.2955,99.46,0.514522,1.018868
001919,train,0.10125,3,3,218,8,41,146,99,154,140,0.1951,88.97,0.346078,1.009259
001920,train,0.075575,2,1,1892,25,123,77,5,102,128,0.2033,270.81,0.324189,0.923152
001920,train,0.075575,2,2,1131,14,147,114,23,128,170,0.0952,314.33,0.143851,0.737288
001911,train,0.1276,7,1,3075,37,132,70,0,107,132,0.2803,334.23,0.34592,0.904013
001911,train,0.1276,7,2,179,6,40,30,22,36,62,0.15,84.73,0.313336,1.049853
001911,train,0.1276,7,3,771,14,105,146,40,160,145,0.1333,225.84,0.189959,0.81458
001911,train,0.1276,7,4,340,13,50,159,81,172,131,0.26,111.11,0.346068,0.899471
001911,train,0.1276,7,5,114,7,23,51,87,58,110,0.3043,51.31,0.544061,1.128713
001911,train,0.1276,7,6,408,14,49,156,134,170,183,0.2857,111.11,0.415282,0.930445
001911,train,0.1276,7,7,217,8,38,139,140,147,178,0.2105,81.8,0.407543,1.055961
001921,train,0.1862,2,1,7035,71,200,77,0,148,200,0.355,673.95,0.194635,0.71563
001921,train,0.1862,2,2,413,12,48,122,140,134,188,0.25,105.46,0.466679,1.024814
001925,train,0.166925,2,1,5825,51,198,76,2,127,200,0.2576,557.97,0.235121,0.781145
001925,train,0.166925,2,2,852,13,78,187,63,200,141,0.1667,168.04,0.379154,1.067669
001924,train,0.166575,3,1,5972,49,199,0,0,49,199,0.2462,536.75,0.260484,0.841601
001924,train,0.166575,3,2,493,12,65,89,133,101,198,0.1846,140.04,0.315895,1.020704
001924,train,0.166575,3,3,198,11,24,103,176,114,200,0.4583,58.97,0.715492,1.096953
001929,train,0.017825,1,1,713,13,100,66,1,79,101,0.13,216.77,0.190679,0.833918
001930,train,0.065325,1,1,2613,37,187,68,13,105,200,0.1979,415.44,0.190255,0.751402
001928,train,0.1122,3,1,4171,42,200,158,0,200,200,0.21,477.15,0.230214,0.730153
001928,train,0.1122,3,2,196,6,41,138,97,144,138,0.1463,86.14,0.331921,1.094972
001928,train,0.1122,3,3,121,6,23,159,160,165,183,0.2609,49.9,0.610665,1.21608
001927,train,0.06125,3,1,1061,20,116,67,2,87,118,0.1724,256.57,0.202544,0.684958
001927,train,0.06125,3,2,979,19,90,146,98,165,188,0.2111,200.91,0.304777,0.859903
001927,train,0.06125,3,3,410,11,45,66,131,77,176,0.2444,97.46,0.542473,1.093333
001926,train,0.05585,4,1,900,20,82,71,0,91,82,0.2439,184.77,0.331277,0.861244
001926,train,0.05585,4,2,147,8,24,17,56,25,80,0.3333,54.97,0.611318,1.092937
001926,train,0.05585,4,3,997,19,80,81,103,100,183,0.2375,175.84,0.405197,0.943682
001926,train,0.05585,4,4,190,7,37,13,163,20,200,0.1892,80.14,0.371742,1.043956
001931,train,0.047125,2,1,177,8,33,103,28,111,61,0.2424,70.97,0.441598,1.13099
001931,train,0.047125,2,2,1708,24,112,81,88,105,200,0.2143,257.01,0.32493,0.918033
001932,train,0.02545,2,1,853,11,124,106,8,117,132,0.0887,263.6,0.154268,0.884396
001932,train,0.02545,2,2,165,8,32,103,150,111,182,0.25,70.14,0.42144,1.103679
001934,train,0.01485,2,1,217,15,31,113,97,128,128,0.4839,80.63,0.419473,0.828244
001934,train,0.01485,2,2,377,10,50,118,150,128,200,0.2,108.97,0.398963,1.053073
001937,train,0.019075,1,1,763,11,104,149,52,160,156,0.1058,219.94,0.198208,0.923729
001933,train,0.0219,2,1,94,7,18,24,22,31,40,0.3889,41.31,0.692069,1.160494
001933,train,0.0219,2,2,782,12,121,27,76,39,197,0.0992,256.43,0.149448,0.815008
001938,train,0.0174,2,1,293,12,39,169,23,181,62,0.3077,90.04,0.454141,0.951299
001938,train,0.0174,2,2,403,10,52,3,137,13,189,0.1923,111.21,0.409451,1.083333
001923,train,0.120975,8,1,2748,38,126,100,0,138,126,0.3016,320.33,0.336544,0.858482
001923,train,0.120975,8,2,137,6,33,60,18,66,51,0.1818,69.31,0.358337,1.109312
001923,train,0.120975,8,3,120,7,27,142,24,149,51,0.2593,59.31,0.428628,1.071429
001923,train,0.120975,8,4,772,12,99,176,36,188,135,0.1212,210.53,0.218883,0.950739
001923,train,0.120975,8,5,318,9,49,191,75,200,124,0.1837,103.8,0.370895,1.115789
001923,train,0.120975,8,6,139,7,25,81,78,88,103,0.28,56.49,0.547462,1.139344
001923,train,0.120975,8,7,396,13,47,187,129,200,176,0.2766,108.63,0.421722,0.937278
