image_id,split,area,width,height,size_category
001709,train,324,7,68,small
001709,train,94,8,23,small
001709,train,256,8,67,small
001710,train,991,19,135,small
001710,train,1579,18,137,medium
001710,train,101,4,27,small
001711,train,1563,13,200,medium
001711,train,619,19,157,small
001711,train,563,18,147,small
001713,train,1441,17,136,medium
001713,train,273,6,70,small
001713,train,616,16,156,small
001714,train,592,8,147,small
001714,train,1329,8,200,medium
001716,train,740,8,169,small
001715,train,837,8,200,small
001712,train,437,8,125,small
001712,train,322,6,69,small
001712,train,107,7,23,small
001717,train,279,34,14,small
001717,train,322,41,12,small
001717,train,158,22,9,small
001717,train,73,14,7,small
001717,train,167,3,58,small
001720,train,1003,16,200,small
001719,train,844,14,172,small
001723,train,455,14,115,small
001723,train,845,21,200,small
001723,train,80,6,28,small
001718,train,574,7,123,small
001718,train,393,9,108,small
001721,train,2262,32,197,medium
001721,train,74,6,21,small
001725,train,3500,21,200,medium
001722,train,2169,31,200,medium
001722,train,101,7,21,small
001724,train,861,16,200,small
001726,train,3628,23,200,medium
001729,train,4120,25,200,medium
001728,train,4138,25,200,medium
001732,train,4036,23,200,medium
001732,train,494,7,104,small
001727,train,3590,23,200,medium
001731,train,3839,22,200,medium
001730,train,3878,24,200,medium
001736,train,1186,14,200,medium
001736,train,101,5,24,small
001733,train,3887,23,200,medium
001733,train,386,5,100,small
001738,train,1211,11,200,medium
001738,train,274,7,80,small
001734,train,1621,18,114,medium
001734,train,514,10,76,small
001734,train,859,8,176,small
001734,train,316,6,80,small
001734,train,160,5,41,small
001734,train,342,10,42,small
001739,train,90,5,22,small
001739,train,267,6,80,small
001739,train,509,7,110,small
001739,train,744,13,112,small
001739,train,105,6,24,small
001735,train,2284,21,200,medium
001735,train,847,10,149,small
001735,train,109,4,44,small
001741,train,1948,19,200,medium
001741,train,449,6,109,small
001741,train,587,7,112,small
001737,train,307,7,81,small
001737,train,782,14,114,small
001742,train,210,4,60,small
001742,train,242,9,36,small
001742,train,858,8,169,small
001742,train,430,11,48,small
001740,train,1153,13,200,medium
001740,train,57,5,13,small
001740,train,101,6,22,small
001740,train,269,6,57,small
001740,train,303,4,88,small
001743,train,2402,26,133,medium
001743,train,962,9,200,small
001743,train,893,10,153,small
001743,train,125,4,32,small
001744,train,78,6,17,small
001744,train,3983,30,200,medium
001744,train,1129,9,200,medium
001744,train,109,6,23,small
001744,train,216,5,56,small
001744,train,373,5,83,small
001750,train,3341,21,200,medium
001750,train,1170,11,200,medium
001750,train,588,6,165,small
001750,train,262,5,56,small
001751,train,666,9,127,small
001751,train,86,5,18,small
001751,train,176,5,37,small
001751,train,61,5,13,small
001751,train,87,5,20,small
001751,train,66,8,12,small
001751,train,37,4,10,small
001751,train,196,7,35,small
001746,train,3239,20,200,medium
001746,train,451,8,82,small
001746,train,167,5,54,small
001748,train,2611,20,200,medium
001748,train,213,4,54,small
001748,train,803,10,148,small
001748,train,530,6,136,small
001748,train,268,6,59,small
001753,train,723,7,156,small
001753,train,1369,17,177,medium
001745,train,246,7,71,small
001745,train,53,5,11,small
001745,train,3468,21,200,medium
001745,train,584,7,111,small
001745,train,703,14,128,small
001745,train,76,5,22,small
001745,train,132,4,33,small
001747,train,3113,20,200,medium
001747,train,254,5,67,small
001747,train,53,4,14,small
001747,train,67,4,17,small
001749,train,2963,19,200,medium
001749,train,1206,10,200,medium
001749,train,139,5,34,small
001755,train,453,11,56,small
001755,train,954,11,139,small
001752,train,1558,13,200,medium
001752,train,78,5,18,small
001754,train,216,5,44,small
001754,train,884,15,114,small
001757,train,3677,200,32,medium
001756,train,1221,13,142,medium
001756,train,151,12,18,small
001760,train,1405,14,200,medium
001760,train,528,6,126,small
001759,train,1937,200,18,medium
001758,train,2656,200,24,medium
001762,train,2017,49,200,medium
001762,train,176,4,45,small
001762,train,69,5,20,small
001762,train,157,4,49,small
001762,train,82,6,23,small
001761,train,2912,19,200,medium
001763,train,150,5,40,small
001763,train,53,5,18,small
001763,train,79,6,21,small
001763,train,106,4,31,small
001763,train,218,11,55,small
001763,train,210,9,38,small
001765,train,755,35,145,small
001765,train,1290,29,123,medium
001765,train,151,23,37,small
001765,train,269,25,60,small
001765,train,140,6,33,small
001765,train,310,16,69,small
001765,train,321,9,53,small
001768,train,61,12,21,small
001768,train,451,10,63,small
001768,train,1274,28,123,medium
001768,train,130,21,34,small
001768,train,151,5,32,small
001767,train,289,8,52,small
001767,train,387,7,84,small
001764,train,1223,61,200,medium
001764,train,613,10,105,small
001764,train,83,14,24,small
001764,train,994,22,87,small
001764,train,124,20,32,small
001766,train,251,14,47,small
001766,train,466,9,73,small
001766,train,790,22,98,small
001766,train,115,6,23,small
001766,train,195,8,41,small
001766,train,145,8,34,small
001770,train,1028,29,100,medium
001770,train,151,6,32,small
001770,train,476,9,80,small
001769,train,272,32,69,small
001769,train,1691,47,194,medium
001769,train,145,10,44,small
001772,train,1566,26,79,medium
001772,train,467,13,54,small
001772,train,315,14,35,small
001772,train,400,13,45,small
001777,train,187,8,29,small
001777,train,1385,19,112,medium
001777,train,251,11,29,small
001771,train,332,11,46,small
001771,train,497,15,51,small
001771,train,309,12,45,small
001776,train,1937,20,186,medium
001776,train,1357,24,97,medium
001773,train,1341,26,74,medium
001773,train,2491,26,200,medium
001775,train,2617,25,189,medium
001775,train,2331,27,129,medium
001781,train,4960,37,200,medium
001781,train,3599,29,194,medium
001781,train,634,19,46,small
001779,train,1398,19,110,medium
001774,train,601,15,60,small
001774,train,416,12,47,small
001774,train,223,10,32,small
001780,train,3072,36,200,medium
001780,train,539,17,42,small
001778,train,364,10,50,small
001778,train,1305,17,129,medium
001778,train,1155,23,73,medium
001782,train,1063,31,44,medium
001782,train,1770,24,141,medium
001782,train,3048,41,151,medium
001782,train,253,12,30,small
001785,train,170,9,25,small
001785,train,1597,30,75,medium
001785,train,2009,28,143,medium
001785,train,1799,38,81,medium
001785,train,180,12,19,small
001787,train,401,10,56,small
001787,train,516,13,64,small
001786,train,364,11,48,small
001786,train,224,8,38,small
001786,train,263,10,31,small
001786,train,91,6,20,small
001784,train,601,17,48,small
001784,train,917,19,56,small
001784,train,1555,30,73,medium
001784,train,464,13,44,small
001789,train,2891,30,187,medium
001789,train,2186,38,144,medium
001783,train,3958,49,167,medium
001783,train,284,9,41,small
001790,train,9935,78,200,large
001788,train,1091,24,77,medium
001788,train,375,17,30,small
001788,train,1048,19,79,medium
001791,train,481,14,55,small
001791,train,1255,25,80,medium
001791,train,611,20,55,small
001795,train,4619,34,200,medium
001795,train,655,19,48,small
001795,train,423,12,48,small
001795,train,331,10,47,small
001793,train,3389,27,200,medium
001797,train,4923,41,200,medium
001797,train,8630,49,200,medium
001797,train,470,14,49,small
001796,train,10273,65,200,large
001796,train,487,14,56,small
001794,train,1301,19,102,medium
001798,train,531,23,34,small
001798,train,6568,53,200,medium
001798,train,2450,30,124,medium
001792,train,3307,25,200,medium
001799,train,333,14,36,small
001799,train,545,13,53,small
001799,train,1498,22,95,medium
001799,train,817,17,72,small
001801,train,1476,28,102,medium
001801,train,302,12,32,small
001801,train,2374,41,87,medium
001800,train,1603,21,154,medium
001800,train,385,11,50,small
001805,train,210,9,28,small
001805,train,526,14,58,small
001805,train,338,12,37,small
001805,train,336,13,39,small
001803,train,1053,23,76,medium
001803,train,154,9,23,small
001806,train,1804,30,115,medium
001806,train,671,17,57,small
001806,train,1568,18,155,medium
001802,train,397,12,67,small
001807,train,1836,27,102,medium
001807,train,172,12,21,small
001807,train,1420,30,105,medium
001807,train,670,16,68,small
001807,train,332,14,34,small
001804,train,304,12,41,small
001804,train,1038,22,79,medium
001804,train,1026,21,90,medium
001804,train,194,9,27,small
001809,train,196,13,20,small
001809,train,542,15,59,small
001809,train,1803,29,105,medium
001813,train,555,18,44,small
001813,train,759,17,67,small
001808,train,358,15,39,small
001808,train,1734,27,102,medium
001808,train,1248,26,93,medium
001808,train,708,17,62,small
001815,train,2182,30,169,medium
001815,train,290,9,39,small
001814,train,802,23,73,small
001814,train,364,10,45,small
001814,train,566,19,41,small
001812,train,287,17,23,small
001812,train,1960,32,127,medium
001810,train,1603,20,122,medium
001810,train,1636,27,99,medium
001816,train,2115,29,170,medium
001816,train,303,11,37,small
001817,train,679,17,67,small
001819,train,709,18,69,small
001819,train,878,21,73,small
001811,train,2183,36,134,medium
001818,train,611,15,66,small
001823,train,260,9,47,small
001823,train,309,11,59,small
001820,train,226,9,38,small
001820,train,230,9,47,small
001820,train,681,18,62,small
001821,train,979,25,87,small
001821,train,1045,25,68,medium
001821,train,1238,28,66,medium
001822,train,255,9,51,small
001822,train,204,11,31,small
001822,train,722,16,69,small
001829,train,150,5,35,small
001829,train,440,11,60,small
001829,train,172,9,30,small
001825,train,2210,29,171,medium
001825,train,273,8,46,small
001827,train,233,11,29,small
001827,train,131,7,26,small
001827,train,160,6,41,small
001827,train,766,35,44,small
001824,train,983,18,98,small
001824,train,272,10,55,small
001826,train,2205,26,172,medium
001831,train,1310,31,67,medium
001831,train,139,9,21,small
001828,train,151,8,30,small
001828,train,172,7,45,small
001836,train,3074,28,200,medium
001836,train,287,11,39,small
001836,train,143,10,20,small
001836,train,282,10,41,small
001832,train,529,13,63,small
001830,train,353,12,55,small
001834,train,1521,20,121,medium
001834,train,773,20,86,small
001834,train,428,12,67,small
001834,train,135,12,18,small
001837,train,2274,27,126,medium
001837,train,314,10,43,small
001839,train,1289,21,123,medium
001839,train,1331,27,119,medium
001833,train,397,11,57,small
001833,train,1580,22,116,medium
001838,train,674,23,48,small
001838,train,104,10,15,small
001838,train,532,13,65,small
001835,train,648,22,46,small
001835,train,2100,23,169,medium
001835,train,268,11,34,small
001835,train,122,10,17,small
001840,train,2141,34,107,medium
001840,train,227,9,49,small
001840,train,1088,26,65,medium
001840,train,818,24,47,small
001845,train,222,9,38,small
001845,train,473,11,67,small
001845,train,329,9,42,small
001845,train,601,14,75,small
001842,train,262,10,39,small
001842,train,929,15,92,small
001846,train,444,11,67,small
001846,train,380,10,45,small
001846,train,654,16,73,small
001843,train,396,11,47,small
001843,train,1236,19,158,medium
001843,train,765,17,86,small
001841,train,249,11,40,small
001841,train,226,9,30,small
001841,train,3299,37,194,medium
001841,train,871,16,91,small
001844,train,206,9,40,small
001844,train,117,7,22,small
001844,train,348,11,42,small
001844,train,1064,20,116,medium
001844,train,254,9,45,small
001848,train,241,14,44,small
001848,train,218,8,47,small
001847,train,172,7,36,small
001847,train,119,8,24,small
001847,train,491,12,69,small
001847,train,349,10,44,small
001847,train,566,13,65,small
001849,train,217,13,42,small
001850,train,455,10,70,small
001850,train,157,5,39,small
001855,train,106,6,23,small
001855,train,690,14,91,small
001855,train,163,10,28,small
001855,train,103,6,28,small
001852,train,827,14,108,small
001852,train,242,7,49,small
001852,train,170,11,28,small
001854,train,659,13,80,small
001854,train,176,10,29,small
001854,train,109,5,29,small
001854,train,752,15,84,small
001854,train,430,14,66,small
001851,train,222,13,43,small
001851,train,231,8,42,small
001853,train,648,13,82,small
001853,train,394,13,65,small
001853,train,181,8,32,small
001853,train,231,7,51,small
001858,train,10022,67,200,large
001856,train,996,21,81,small
001857,train,109,6,24,small
001857,train,770,13,95,small
001860,train,191,13,20,small
001860,train,319,10,35,small
001860,train,132,10,16,small
001860,train,2756,25,199,medium
001860,train,448,13,44,small
001865,train,3840,68,108,medium
001865,train,450,13,56,small
001865,train,408,16,39,small
001865,train,793,24,54,small
001865,train,845,23,75,small
001865,train,201,7,40,small
001865,train,250,9,34,small
001859,train,9560,65,200,large
001861,train,3184,29,200,medium
001861,train,538,15,45,small
001861,train,600,14,50,small
001862,train,3234,27,200,medium
001862,train,611,16,48,small
001862,train,199,11,25,small
001864,train,3726,30,200,medium
001864,train,536,13,55,small
001864,train,577,14,77,small
001863,train,354,13,32,small
001863,train,4182,31,200,medium
001863,train,1306,19,129,medium
001869,train,1453,31,71,medium
001869,train,1833,19,185,medium
001869,train,691,15,65,small
001872,train,1418,21,136,medium
001867,train,418,13,65,small
001867,train,233,8,50,small
001868,train,1447,26,75,medium
001868,train,788,17,69,small
001874,train,1814,27,117,medium
001874,train,622,14,79,small
001874,train,152,8,25,small
001871,train,469,21,46,small
001871,train,563,16,64,small
001871,train,271,11,35,small
001871,train,1625,26,107,medium
001871,train,816,17,98,small
001870,train,370,15,39,small
001870,train,1768,24,108,medium
001866,train,3337,29,172,medium
001866,train,1540,16,160,medium
001873,train,1223,26,75,medium
001873,train,520,10,64,small
001873,train,687,17,77,small
001873,train,1792,30,102,medium
001873,train,489,14,68,small
001875,train,1871,28,119,medium
001875,train,563,11,71,small
001875,train,586,14,83,small
001875,train,1141,23,72,medium
001875,train,174,9,25,small
001877,train,221,8,36,small
001877,train,2031,29,139,medium
001877,train,259,10,34,small
001878,train,477,12,59,small
001878,train,169,9,31,small
001878,train,514,10,76,small
001878,train,655,16,73,small
001879,train,495,13,57,small
001879,train,2111,28,146,medium
001879,train,575,12,72,small
001879,train,706,17,73,small
001876,train,1999,27,150,medium
001876,train,310,14,32,small
001876,train,482,9,71,small
001876,train,648,14,71,small
001881,train,3127,35,159,medium
001882,train,235,11,40,small
001882,train,250,10,30,small
001882,train,170,6,42,small
001882,train,3375,36,194,medium
001882,train,41,4,11,small
001882,train,50,5,15,small
001882,train,904,16,92,small
001880,train,499,17,53,small
001880,train,1474,27,91,medium
001880,train,140,10,19,small
001880,train,194,8,33,small
001880,train,443,12,59,small
001880,train,488,17,49,small
001885,train,207,9,33,small
001885,train,329,9,51,small
001885,train,99,7,20,small
001883,train,409,11,57,small
001883,train,178,5,45,small
001883,train,39,4,12,small
001883,train,42,4,14,small
001883,train,809,18,73,small
001890,train,301,11,52,small
001890,train,153,8,26,small
001890,train,355,10,42,small
001890,train,601,12,77,small
001884,train,293,9,53,small
001884,train,471,10,70,small
001884,train,342,10,43,small
001884,train,164,5,41,small
001884,train,441,13,49,small
001886,train,156,8,31,small
001886,train,187,6,37,small
001889,train,426,14,37,small
001889,train,1340,24,108,medium
001889,train,111,9,19,small
001888,train,1426,25,105,medium
001888,train,217,13,27,small
001887,train,1475,28,93,medium
001887,train,167,12,23,small
001891,train,4266,45,200,medium
001891,train,597,16,46,small
001894,train,3179,49,112,medium
001894,train,864,18,82,small
001893,train,6015,48,200,medium
001893,train,3911,48,177,medium
001892,train,1742,16,173,medium
001897,train,176,10,29,small
001899,train,256,10,36,small
001899,train,86,5,19,small
001899,train,51,6,12,small
001899,train,202,8,39,small
001895,train,1512,22,140,medium
001900,train,103,8,16,small
001900,train,257,11,38,small
001900,train,67,5,15,small
001900,train,55,6,12,small
001900,train,200,7,38,small
001896,train,168,9,31,small
001898,train,55,6,12,small
001898,train,200,7,38,small
001903,train,107,7,21,small
001903,train,111,9,19,small
001903,train,332,13,49,small
001903,train,88,6,18,small
001902,train,130,8,33,small
001902,train,69,8,13,small
001901,train,144,9,23,small
001901,train,101,8,16,small
001901,train,235,10,32,small
001901,train,54,4,15,small
001904,train,109,7,20,small
001904,train,102,8,20,small
001904,train,361,14,48,small
001904,train,103,7,19,small
001910,train,788,15,104,small
001910,train,368,15,53,small
001910,train,449,14,52,small
001910,train,225,7,38,small
001905,train,799,19,70,small
001905,train,228,10,31,small
001905,train,419,11,52,small
001906,train,401,14,47,small
001906,train,862,19,74,small
001906,train,227,12,27,small
001906,train,474,12,54,small
001911,train,3075,37,132,medium
001911,train,179,6,40,small
001911,train,771,14,105,small
001911,train,340,13,50,small
001911,train,114,7,23,small
001911,train,408,14,49,small
001911,train,217,8,38,small
001912,train,5081,56,183,medium
001912,train,208,8,38,small
001912,train,176,7,40,small
001912,train,110,6,28,small
001912,train,119,6,24,small
001907,train,464,15,51,small
001907,train,837,19,74,small
001907,train,205,11,26,small
001907,train,452,11,54,small
001913,train,7129,59,200,medium
001909,train,130,8,26,small
001909,train,432,14,51,small
001908,train,450,14,52,small
001908,train,845,18,72,small
001908,train,208,10,27,small
001917,train,579,15,68,small
001917,train,104,8,18,small
001917,train,254,11,33,small
001919,train,3427,29,199,medium
001919,train,405,13,44,small
001919,train,218,8,41,small
001914,train,858,17,83,small
001914,train,2955,32,140,medium
001916,train,1262,22,135,medium
001916,train,567,15,54,small
001916,train,169,9,23,small
001915,train,852,19,82,small
001915,train,960,16,91,small
001918,train,631,14,75,small
001924,train,5972,49,199,medium
001924,train,493,12,65,small
001924,train,198,11,24,small
001921,train,7035,71,200,medium
001921,train,413,12,48,small
001922,train,2641,36,126,medium
001922,train,206,8,42,small
001922,train,117,6,29,small
001922,train,806,16,101,small
001922,train,340,12,50,small
001922,train,117,6,23,small
001922,train,408,15,45,small
001922,train,198,6,37,small
001927,train,1061,20,116,medium
001927,train,979,19,90,small
001927,train,410,11,45,small
001923,train,2748,38,126,medium
001923,train,137,6,33,small
001923,train,120,7,27,small
001923,train,772,12,99,small
001923,train,318,9,49,small
001923,train,139,7,25,small
001923,train,396,13,47,small
001923,train,209,8,38,small
001920,train,1892,25,123,medium
001920,train,1131,14,147,medium
001925,train,5825,51,198,medium
001925,train,852,13,78,small
001928,train,4171,42,200,medium
001928,train,196,6,41,small
001928,train,121,6,23,small
001933,train,94,7,18,small
001933,train,782,12,121,small
001926,train,900,20,82,small
001926,train,147,8,24,small
001926,train,997,19,80,small
001926,train,190,7,37,small
001929,train,713,13,100,small
001934,train,217,15,31,small
001934,train,377,10,50,small
001930,train,2613,37,187,medium
001935,train,172,12,21,small
001935,train,431,16,43,small
001935,train,412,10,54,small
001935,train,104,5,24,small
001932,train,853,11,124,small
001932,train,165,8,32,small
001931,train,177,8,33,small
001931,train,1708,24,112,medium
001939,train,138,7,25,small
001939,train,122,7,24,small
001937,train,763,11,104,small
001941,train,1583,15,200,medium
001941,train,130,7,22,small
001941,train,424,11,57,small
001938,train,293,12,39,small
001938,train,403,10,52,small
001943,train,2026,35,106,medium
001936,train,366,12,51,small
001936,train,821,19,74,small
001936,train,207,10,28,small
001936,train,466,12,55,small
001940,train,773,12,101,small
001948,train,905,13,127,small
001942,train,2025,22,200,medium
001942,train,615,16,64,small
001944,train,3335,27,184,medium
001947,train,966,13,127,small
001946,train,438,10,65,small
001946,train,1208,23,78,medium
001945,train,3016,28,177,medium
001950,train,2643,29,153,medium
001950,train,3593,28,186,medium
001950,train,125,6,31,small
001952,train,1591,23,108,medium
001952,train,394,8,57,small
001952,train,661,17,61,small
001952,train,506,13,56,small
001951,train,2360,22,141,medium
001951,train,2567,26,160,medium
001951,train,132,5,33,small
001949,train,136,7,30,small
001949,train,551,14,61,small
001949,train,129,7,30,small
001954,train,619,14,80,small
001954,train,296,11,46,small
001956,train,1125,13,138,medium
001956,train,297,11,31,small
001957,train,4957,40,175,medium
001960,train,4620,38,200,medium
001955,train,975,18,84,small
001953,train,1514,21,105,medium
001953,train,895,17,96,small
001953,train,199,10,28,small
001959,train,4173,39,200,medium
001961,train,1353,24,75,medium
001961,train,460,11,59,small
001961,train,1757,25,109,medium
001961,train,252,10,36,small
001958,train,5456,42,200,medium
001958,train,270,10,46,small
001958,train,218,7,40,small
001958,train,212,8,44,small
001963,train,3297,35,182,medium
001965,train,3559,38,186,medium
001965,train,673,14,94,small
001966,train,248,9,46,small
001966,train,473,12,68,small
001968,train,1596,21,103,medium
001968,train,144,8,25,small
001962,train,1234,25,75,medium
001962,train,432,11,59,small
001962,train,1575,23,109,medium
001962,train,300,10,51,small
001967,train,157,13,20,small
001969,train,3005,27,193,medium
001971,train,569,14,77,small
001971,train,978,24,65,small
001970,train,909,12,126,small
001974,train,1155,15,109,medium
001964,train,617,13,93,small
001972,train,1153,24,90,medium
001977,train,4267,38,200,medium
001979,train,359,11,60,small
001973,train,1042,13,127,medium
001973,train,314,11,34,small
001976,train,5604,41,200,medium
001978,train,312,13,36,small
001978,train,853,25,54,small
001982,train,739,15,95,small
001980,train,3438,38,185,medium
001985,train,485,13,60,small
001975,train,5150,42,194,medium
001981,train,3309,36,183,medium
001981,train,712,15,97,small
001984,train,2180,24,134,medium
001983,train,152,12,19,small
001983,train,308,10,56,small
001989,train,746,13,90,small
001988,train,117,6,28,small
001991,train,154,7,41,small
001991,train,172,7,35,small
001991,train,71,4,19,small
001987,train,33,5,11,small
001986,train,2083,22,150,medium
001990,train,902,14,103,small
001993,train,122,5,38,small
001993,train,163,7,33,small
001994,train,56,8,11,small
001994,train,43,5,12,small
001994,train,154,7,42,small
001994,train,181,7,36,small
001996,train,259,11,37,small
001996,train,294,11,42,small
001995,train,231,10,35,small
001995,train,277,11,38,small
001995,train,121,8,29,small
001995,train,64,5,18,small
001999,train,191,10,31,small
002000,train,95,6,26,small
001997,train,49,5,14,small
001997,train,45,4,15,small
001997,train,39,4,13,small
001992,train,125,7,41,small
001992,train,175,6,34,small
001992,train,154,10,27,small
001998,train,218,8,44,small
001998,train,51,5,14,small
002001,train,128,11,17,small
002001,train,46,6,9,small
002003,train,170,7,42,small
002003,train,208,7,37,small
002003,train,193,11,29,small
002002,train,179,6,43,small
002002,train,223,8,38,small
002002,train,98,6,24,small
002006,train,2761,17,200,medium
002006,train,257,8,45,small
002004,train,224,11,29,small
002004,train,99,5,24,small
002004,train,224,8,39,small
002004,train,185,11,29,small
002008,train,2379,17,193,medium
002010,train,2169,19,200,medium
002005,train,207,10,31,small
002005,train,291,11,38,small
002012,train,432,8,78,small
002009,train,459,10,74,small
002009,train,136,7,24,small
002009,train,267,11,29,small
002013,train,300,7,69,small
002013,train,199,7,38,small
002007,train,2979,21,200,medium
002014,train,1257,11,166,medium
002011,train,539,12,64,small
002011,train,151,5,36,small
002017,train,123,6,24,small
002017,train,169,8,28,small
002015,train,414,11,63,small
002015,train,291,11,49,small
002018,train,5268,36,200,medium
002018,train,2051,30,119,medium
002016,train,483,10,90,small
002016,train,395,12,51,small
002020,train,2316,25,122,medium
002020,train,421,13,50,small
002020,train,326,12,41,small
002019,train,1875,20,120,medium
002023,train,636,11,76,small
002022,train,276,7,62,small
002022,train,742,13,73,small
002022,train,576,16,70,small
002021,train,2556,27,151,medium
002021,train,350,15,47,small
002021,train,542,15,50,small
002025,train,4026,33,200,medium
002025,train,231,13,28,small
002025,train,332,8,62,small
002024,train,5024,36,187,medium
002024,train,280,6,62,small
002024,train,783,14,77,small
002024,train,570,16,67,small
002026,train,2176,27,200,medium
002027,train,1757,30,144,medium
002030,train,2251,28,200,medium
002029,train,257,10,36,small
002032,train,917,16,101,small
002028,train,3438,27,200,medium
002031,train,691,16,81,small
002031,train,395,11,62,small
002035,train,271,12,36,small
002035,train,628,19,66,small
002034,train,1143,17,114,medium
002036,train,2742,42,164,medium
002036,train,886,15,94,small
002036,train,653,17,76,small
002040,train,1402,17,146,medium
002033,train,341,11,45,small
002038,train,2875,25,200,medium
002037,train,3902,29,200,medium
002039,train,389,9,80,small
002043,train,883,13,119,small
002045,train,1907,21,165,medium
002042,train,892,17,123,small
002044,train,173,12,32,small
002044,train,213,6,46,small
002046,train,990,17,129,small
002041,train,309,17,44,small
002041,train,164,7,31,small
002047,train,564,11,69,small
002047,train,94,7,18,small
002049,train,317,10,47,small
002049,train,221,10,36,small
002049,train,195,8,36,small
002050,train,1904,22,165,medium
002051,train,1686,22,149,medium
002051,train,293,9,43,small
002051,train,173,7,29,small
002048,train,1238,14,157,medium
002048,train,93,6,20,small
002053,train,152,8,30,small
002053,train,450,12,57,small
002053,train,214,9,40,small
002055,train,308,7,61,small
002055,train,837,14,105,small
002055,train,121,6,24,small
002052,train,159,9,24,small
002052,train,368,10,62,small
002052,train,76,5,20,small
002052,train,133,7,29,small
002057,train,4018,36,163,medium
002059,train,338,9,49,small
002054,train,148,5,35,small
002054,train,93,6,19,small
002054,train,263,7,45,small
002060,train,90,6,18,small
002060,train,143,8,25,small
002060,train,88,7,22,small
002056,train,432,13,53,small
002058,train,144,6,34,small
002058,train,448,15,42,small
002058,train,121,6,25,small
002058,train,120,7,25,small
002061,train,3252,39,122,medium
002061,train,3212,50,81,medium
002063,train,6466,57,184,medium
002064,train,2834,79,77,medium
002069,train,17137,173,200,large
002065,train,6509,50,200,medium
002066,train,1703,53,51,medium
002066,train,6790,54,200,medium
002067,train,2751,57,66,medium
002067,train,2011,43,70,medium
002067,train,6450,71,128,medium
002062,train,1209,33,48,medium
002062,train,2665,72,58,medium
002062,train,2273,49,64,medium
002068,train,8695,73,200,medium
002068,train,1879,53,51,medium
002070,train,7762,66,193,medium
002074,train,4030,38,168,medium
002074,train,998,42,38,small
002074,train,1583,40,59,medium
002073,train,9489,85,200,large
002078,train,2889,80,53,medium
002078,train,6262,84,109,medium
002078,train,1749,50,54,medium
002076,train,1583,40,64,medium
002076,train,1019,40,38,small
002076,train,112,13,11,small
002076,train,13950,191,139,large
002072,train,8245,76,200,medium
002072,train,1686,44,53,medium
002071,train,15160,151,200,large
002077,train,8004,95,169,medium
002077,train,199,16,27,small
002077,train,1571,59,39,medium
002077,train,96,12,10,small
002079,train,2892,57,78,medium
002079,train,5513,75,94,medium
002075,train,4830,77,125,medium
002075,train,94,15,15,small
002075,train,888,51,45,small
002075,train,2102,80,38,medium
002080,train,9746,102,153,large
002087,train,1339,55,40,medium
002087,train,182,26,15,small
002087,train,67,17,10,small
002087,train,82,10,15,small
002084,train,875,29,44,small
002084,train,1416,40,58,medium
002086,train,8053,53,195,medium
002086,train,1214,51,34,medium
002086,train,336,33,19,small
002083,train,3527,58,86,medium
002081,train,5578,79,119,medium
002085,train,2943,50,93,medium
002085,train,1031,39,48,medium
002085,train,1429,41,57,medium
002088,train,8195,68,200,medium
002088,train,1394,55,44,medium
002088,train,188,27,16,small
002088,train,101,20,13,small
002088,train,233,21,22,small
002089,train,1168,36,41,medium
002082,train,7667,130,110,medium
002092,train,5104,77,116,medium
002092,train,1192,27,60,medium
002093,train,5432,69,160,medium
002094,train,2216,66,54,medium
002094,train,268,24,20,small
002094,train,90,13,11,small
002091,train,2207,46,70,medium
002091,train,508,31,30,small
002091,train,622,35,34,small
002090,train,2239,66,53,medium
002090,train,1764,36,74,medium
002090,train,310,26,22,small
002096,train,6926,69,197,medium
002096,train,904,26,49,small
002095,train,1038,35,38,medium
002095,train,3829,43,146,medium
002095,train,744,28,47,small
002103,train,4054,70,97,medium
002103,train,2882,61,80,medium
002103,train,1493,37,52,medium
002098,train,2808,51,82,medium
002098,train,425,31,20,small
002101,train,813,38,36,small
002101,train,2947,64,81,medium
002097,train,1481,35,58,medium
002097,train,8954,169,106,medium
002100,train,1470,34,55,medium
002100,train,1582,37,57,medium
002100,train,241,38,9,small
002099,train,1831,46,51,medium
002099,train,5204,59,128,medium
002099,train,1739,42,57,medium
002102,train,6514,100,179,medium
002104,train,3401,57,103,medium
002105,train,4880,65,134,medium
002105,train,1076,37,43,medium
002106,train,1341,34,57,medium
002106,train,478,26,29,small
002106,train,380,22,23,small
002106,train,861,53,29,small
002106,train,110,21,10,small
002108,train,1664,41,62,medium
002108,train,1102,39,41,medium
002108,train,2160,34,96,medium
002108,train,1303,41,57,medium
002107,train,1247,46,41,medium
002107,train,2758,39,120,medium
002107,train,91,10,12,small
002110,train,6690,63,200,medium
002110,train,1063,33,42,medium
002111,train,94,13,13,small
002111,train,1939,44,67,medium
002112,train,1203,26,65,medium
002109,train,2154,52,58,medium
002109,train,2878,40,118,medium
002114,train,1068,60,35,medium
002116,train,2275,62,74,medium
002116,train,899,28,45,small
002118,train,530,26,30,small
002118,train,1741,33,78,medium
002118,train,1099,39,41,medium
002117,train,532,25,30,small
002117,train,2441,67,74,medium
002117,train,1780,35,77,medium
002113,train,1555,42,60,medium
002115,train,4266,81,77,medium
002119,train,1804,48,49,medium
002119,train,1875,48,53,medium
002120,train,6467,95,128,medium
002121,train,5082,79,113,medium
002121,train,1480,48,58,medium
002121,train,1504,35,49,medium
